,D (Mpc),H,M,P,Q,j2000,meas,objname
211,56.44271852771802,4.166141074741322,8.57597265073577,8.931499170052312,9.614012462633514,J182942.4+302616,2,UGC11254                      
212,16.749428760264383,0.0,0.0,2.62530546388384,0.0,J085332.7+511850,1,NGC2681                       
213,17.81590743635374,1.3919418527971101,2.7923822761251804,2.817785751716131,3.457929973135484,J103833.3-274414,2,ESO501-065                    
214,20.044720273651635,0.0,0.0,3.6962464184613615,0.0,J115004.5+262845,1,NGC3912                       
215,19.803037714912808,2.4029298769396616,2.850235115996206,2.2539224403787896,2.7389842311374966,J115628.8+502542,3,UGC06917                      
216,32.6587832172336,0.0,0.0,8.130077494098133,0.0,J225735.9+194724,1,PGC070107                     
217,21.725495577196995,4.176748712653718,4.27828202094049,1.8552761846573036,5.643416030876957,J173224.3+070337,4,NGC6384                       
218,82.6741863615901,6.356325607365588,12.643652680515588,12.90604617743684,14.849364311811982,J194421.5-272425,2,ESO460-031                    
219,0.8210294929515131,0.029648966357301368,0.026216558072539104,0.016404885676409603,0.023087103852781052,J235146.6+243500,4,ANDROMEDA06                   
220,16.06069245119674,2.0892763840978668,2.4895884260520442,1.9538157382491292,2.8823634471515756,J121455.6+634658,3,NGC4205                       
221,114.90746839344922,5.569824809512276,7.8093891511400715,2.0994186737839935,15.276202678521466,J094315.4+361709,2,PGC2078048                    
222,87.90225168308842,0.0,0.0,14.993487069584393,0.0,J150432.7+355754,1,PGC053805                     
223,48.5288500162121,0.0,0.0,8.948719942989511,0.0,J235859.8-552730,1,NGC7796                       
224,16.19133330445005,0.22538349419093132,0.475244789967088,0.49888353978509514,0.5043659410979646,J122812.3+101752,2,IC3383                        
225,28.05433637951716,0.0,0.0,3.362592758448927,0.0,J034011.9-183450,1,NGC1407                       
226,4.514131726571725,0.4300541683437524,0.2452467882045214,0.015490926411734588,0.05137981786108518,J122548.9+333249,6,NGC4395                       
227,247.4568171688236,25.403114016599865,36.97890824967289,9.337547071989968,71.07656954125764,J121438.7+121348,2,SDSSJ121438.73+121347.7       
228,21.149373766817128,0.7247893222317463,1.3234129670783803,1.2755002539653204,1.3634826623409932,J095208.2+291411,2,NGC3032                       
229,34.263184598280475,4.807054297208917,5.576806697868387,4.045526954979729,6.792037097566356,J143811.5+463818,3,NGC5714                       
230,57.4287379320821,4.123432991746789,8.555572285676762,9.02231124170041,9.152839703903057,J103922.1-293505,2,ESO437-031                    
231,26.677144049029348,3.7019314038397817,3.6567144657790864,2.5602786095089574,3.2372589273586194,J075504.3-762445,4,ESO035-018                    
232,50.118723362727245,0.0,0.0,7.624561385171696,0.0,J133210.4+624604,1,NGC5218                       
233,134.0178795322815,9.054334579949218,12.808166622413948,5.559901235322656,24.872622858440156,J004638.7+361953,2,PGC002726                     
234,100.01813717619092,15.517253581601489,7.267943704793804,0.8538599199336969,16.045610099009547,J120401.5+201355,4,NGC4055                       
235,3.4381301002469398,0.0920653711086947,0.05925849018900981,0.01729420488294588,0.06305172604601157,J081904.3+704318,7,UGC04305                      
236,71.0957412944625,5.232194842450561,10.755560927803653,11.123356017814427,11.753843466864934,J204330.1+800921,2,UGC11635                      
237,36.95934547409269,4.477661789955769,5.369170192264024,4.432574437835209,5.157129154880529,J143012.0-365751,3,ESO385-032                    
238,15.13561248436207,0.0,0.0,2.5119062479047294,0.0,J121256.7+521550,1,UGC07218                      
239,6.025595860743568,0.0,0.0,0.1666679815081671,0.0,J025804.1-492257,1,ESO199-007                    
240,87.47250561518733,6.30762561587596,13.049367389533586,13.749959259943283,13.888403742464181,J084421.8+093215,2,UGC04565                      
