Col,Dx,Dy,Dz,chi2
1211, -1.84857562502e-06, -1.93043265737e-05, -1.60501941115e-06, 906.616022632
1212, 2.00796805281e-06, -2.06675660723e-05, -8.69678068168e-07, 891.488101834
1213, 3.05702436651e-06, -2.07613689559e-05, 5.80716071431e-07, 874.060622082
1214, 3.25064212263e-06, -1.86969575967e-05, 1.0412414382e-07, 922.219627978
1215, 2.97339289341e-06, -2.12012051661e-05, -3.29225529654e-06, 938.664469637
1216, 3.6142428267e-06, -1.66537396633e-05, -2.56460943637e-06, 873.990066451
1217, -3.24006600314e-06, -1.54039311924e-05, 3.6145185359e-08, 964.962888407
1218, 5.49577941464e-06, -1.87624696839e-05, 2.58716580568e-07, 932.20703966
1219, 1.32630496404e-06, -1.83042266068e-05, -2.75019759266e-06, 865.520053325
1220, -1.37915062732e-06, -1.84051681135e-05, -1.96588779956e-06, 882.469143137
1221, 4.25384824037e-06, -2.00406146425e-05, -2.4113426793e-06, 1056.20505003
1222, 3.638340299e-06, -2.03053421122e-05, -1.84952396056e-06, 961.528541342
1223, 3.12566054265e-06, -1.89386531275e-05, -3.30286319375e-06, 1070.32391989
1224, 4.30582942676e-06, -1.792143575e-05, -4.03222610278e-06, 997.338646347
1225, -1.69959823815e-06, -1.68090560546e-05, -9.13284077054e-07, 771.537249966
1226, -3.19747432318e-06, -1.84682710984e-05, 1.66195749494e-06, 825.627892625
1227, -1.4616835764e-06, -1.86222703373e-05, -2.8573126734e-07, 891.51892882
1228, -8.66522414649e-07, -1.67695281605e-05, -2.67436343944e-06, 888.436966666
1229, 2.55074236411e-07, -1.84083876682e-05, -7.79231315938e-07, 898.773339648
1230, -1.31562082856e-07, -1.66941752005e-05, -1.04254212937e-07, 967.127684142
1231, 3.0863836469e-07, -1.95588404707e-05, -1.2937061874e-08, 937.137286683
1232, -3.04876013978e-07, -1.87668392259e-05, -2.58551921796e-06, 893.955355714
1233, 3.27076678699e-06, -1.89230216977e-05, -4.16852891006e-06, 939.302213091
1234, 4.1799357907e-06, -1.9270046386e-05, -1.91842159491e-06, 913.228402039
1235, 1.42367163812e-06, -1.83804204538e-05, -2.71779540474e-06, 869.845735185
1236, 4.19676454541e-07, -1.79911085734e-05, -7.3150494994e-07, 1101.51228191
1237, 1.01111463199e-06, -2.02359770799e-05, -1.04717264007e-06, 869.041922249
1238, 1.73552259785e-06, -1.75627385297e-05, -1.76172765213e-06, 992.486505379
1239, -1.88169023342e-06, -1.77393201747e-05, 4.84426669686e-07, 878.508634567
1240, 4.40418661301e-06, -1.97036753442e-05, -2.4692978231e-06, 926.651916019
1241, 1.33209314581e-06, -2.02869327337e-05, 2.30073385512e-06, 879.59021944
1242, 2.22690058198e-06, -1.87593417817e-05, 9.32420125239e-07, 976.094705158
1243, 2.72108423608e-06, -1.94745078488e-05, -9.3151921862e-07, 940.369317843
1244, 3.59360260716e-06, -1.90269848654e-05, -2.79249528543e-06, 957.664193847
1245, -1.75946109372e-06, -1.71773424456e-05, -1.3499837235e-07, 938.885727639
1246, 2.32440514383e-06, -1.91418898503e-05, -8.79241785301e-07, 891.39167788
1247, 3.31146572469e-06, -1.69322803662e-05, -3.36192045387e-06, 1015.11382925
1248, 2.5118706119e-06, -1.84783647106e-05, 4.01833445417e-07, 988.392709084
1249, 2.04378111461e-06, -1.98702812078e-05, -1.79849568858e-06, 943.073162365
1250, -6.15481368471e-07, -1.98276215808e-05, 3.64837380311e-07, 880.191584057
1251, -1.68263516278e-06, -1.6816822807e-05, -4.50852802547e-06, 920.158534796
1252, -1.6971369192e-06, -1.90424910811e-05, -3.998082145e-06, 875.847704304
1253, 1.19077593042e-06, -1.88557223089e-05, -2.18698621869e-06, 830.566795895
1254, 7.71008536446e-07, -1.9833305085e-05, 2.45934989144e-06, 850.296703967
1255, 4.74294560357e-07, -2.13837089037e-05, -1.83103364528e-06, 936.414026146
1256, 4.55492395347e-06, -1.86163775863e-05, -9.54706845651e-07, 908.522805903
1257, -1.06912680352e-06, -1.86793994764e-05, -3.05701427751e-07, 836.682147436
1258, 4.95683948793e-06, -1.97683252199e-05, -1.27269782377e-06, 1056.80717003
1259, 3.09609349002e-06, -1.80358125423e-05, -1.61624397569e-06, 937.2491854
1260, 5.01454591415e-06, -1.8430785124e-05, -1.95273235114e-06, 910.049648857
1261, 7.14110292498e-07, -1.90014643131e-05, 5.35905505199e-07, 872.644225754
1262, 2.5467083273e-06, -1.96913631961e-05, -1.63248995056e-06, 872.978304628
1263, 1.63050441159e-06, -1.90948365211e-05, -4.43570127272e-07, 886.146098972
1264, 3.08558314932e-06, -1.9422867058e-05, 2.52464539336e-08, 841.864632953
1265, -3.86446819819e-06, -1.94195607615e-05, 3.41577546047e-07, 821.014542159
1266, 1.70910443039e-06, -2.0082576579e-05, -2.56947240643e-06, 909.314180828
1267, 1.61072790322e-08, -1.77750016035e-05, -3.6080537289e-06, 924.406186072
1268, 2.89453196847e-06, -2.10479736557e-05, -2.37073618742e-06, 1065.47778889
1269, 2.49874872099e-06, -2.1933834352e-05, -1.89796809303e-06, 992.407143036
1270, 4.59733142824e-07, -1.97089836364e-05, -9.33633052417e-07, 920.587641804
1271, 9.36751738842e-07, -2.02212222952e-05, -5.25391685366e-06, 848.267758927
1272, 1.80798090546e-06, -2.07451513981e-05, -1.05893627005e-06, 956.859396063
1273, -1.81137585354e-06, -2.00074018458e-05, 2.91710357021e-07, 831.185290559
1274, 1.12848510689e-06, -1.64447528554e-05, -2.77939835258e-06, 845.398782427
1275, -2.40497076132e-06, -2.22514428901e-05, 3.01666888669e-06, 782.726920118
1276, 5.33496395291e-06, -1.72819665026e-05, -1.05855472501e-06, 937.126218671
1277, 4.58651815604e-06, -1.99825847615e-05, -2.62345067803e-06, 1000.0598704
1278, -9.91609587809e-07, -1.96452156225e-05, 1.21700663616e-07, 839.167596364
1279, 2.67196201575e-07, -2.05427721412e-05, -2.29953104493e-06, 940.817956454
1280, 1.37119734353e-06, -2.06606231023e-05, -8.9733024473e-07, 864.273894114
1281, 9.58904957257e-07, -2.00780696702e-05, -1.13168417749e-06, 877.822337266
1282, 2.41748446937e-06, -2.08013720039e-05, 1.58622038327e-06, 1009.0425493
1283, 2.80347969784e-06, -1.88312797106e-05, -1.36179269764e-06, 857.639754222
1284, -1.26381791005e-07, -1.7849601002e-05, -1.04890674056e-07, 868.450445733
1285, 2.22386470478e-06, -2.09188819436e-05, 7.97582812377e-07, 924.326031329
1286, 3.01465725666e-06, -1.90049194859e-05, -4.26716133561e-06, 862.626218747
1287, 4.10805817478e-06, -1.94713179295e-05, 5.53312551986e-07, 849.92415452
1288, -4.59028932071e-07, -1.75429944664e-05, 5.67506897768e-07, 823.197300773
1289, 3.70447115384e-06, -1.95400595594e-05, -5.62351376199e-07, 938.154966946
1290, 2.78989647517e-06, -1.91163738632e-05, 8.69438216639e-07, 902.578676876
1291, 2.225436897e-06, -1.76203641737e-05, -1.18105263599e-06, 959.249745704
1292, 3.29063901653e-06, -1.77260155464e-05, -1.06475825513e-06, 935.624475758
1293, 2.09145817607e-07, -1.82781726458e-05, -1.47970788736e-06, 961.793490898
1294, 3.32819810641e-08, -1.96655496246e-05, 1.18562650468e-06, 791.614234336
1295, 3.32600569219e-06, -1.82842466271e-05, -3.32301204667e-06, 1110.0526192
1296, 1.34660548762e-06, -1.94612340725e-05, -1.55362198805e-06, 834.05220194
1297, 1.29338552528e-06, -1.84901155769e-05, -1.32124312428e-06, 867.865523792
1298, 2.92237149725e-06, -2.03871010926e-05, -3.35437674709e-06, 863.618506492
1299, 1.56414070203e-06, -1.97168966136e-05, -1.1063566205e-06, 967.578580835
1300, -1.51272646513e-06, -1.80891289935e-05, -2.56627008598e-06, 945.763951303
1301, 1.75268475277e-06, -1.92539295274e-05, -1.61823512895e-06, 941.521852055
1302, 6.23329086892e-06, -2.13035178372e-05, -3.06039790336e-06, 1078.39055484
1303, 2.56431759388e-06, -1.88001342258e-05, -6.2914178266e-06, 1240.12686748
1304, 3.38981110769e-06, -1.73036514889e-05, -2.31708430556e-06, 965.703417984
1305, 1.69954882864e-06, -1.81947120596e-05, -4.38034673293e-06, 977.751866288
1306, 9.9372404583e-07, -1.88265227932e-05, -5.76210173297e-06, 1167.81184849
1307, -1.72237833537e-07, -1.81736499342e-05, -8.67015781684e-07, 843.060654558
1308, 1.94684788318e-07, -1.99501294105e-05, 8.80582044039e-07, 994.780547015
1309, 8.66889263845e-07, -2.01987355222e-05, 7.53540794371e-07, 848.548236349
1310, 1.04712235006e-06, -1.79339684214e-05, -8.1984603908e-07, 957.83843291
1311, 1.33602268259e-06, -1.88604300246e-05, -1.97931487088e-06, 893.526252758
1312, 2.29177015721e-06, -1.87489693812e-05, 3.77335450536e-07, 895.439447733
1313, -2.1671629103e-07, -1.69318354855e-05, -2.21605397995e-06, 934.219935845
1314, 1.03746717654e-06, -1.96087830225e-05, -1.86988097351e-06, 1084.82776143
1315, 2.41177582282e-06, -1.79729907066e-05, -1.4263326567e-06, 954.293526294
1316, 2.24849920338e-06, -1.77034651185e-05, -1.29396354811e-06, 880.173334258
1317, 5.09781613774e-06, -1.78130253502e-05, -1.96512986466e-06, 988.372019569
1318, -4.10154175455e-08, -1.87220845624e-05, 2.8194309677e-07, 900.397686714
1319, 3.76003538888e-06, -1.93545967936e-05, -1.41469252928e-06, 982.298915695
1320, 2.47656742756e-06, -1.94468886385e-05, -2.68637176233e-06, 914.556608334
1321, -1.80537483239e-06, -1.77113976231e-05, 2.95338448493e-07, 835.602178509
1322, 1.58363295615e-06, -1.88852153898e-05, -2.3659140247e-06, 893.676617391
1323, 2.97834463869e-06, -2.02142193285e-05, -3.07404122255e-06, 991.652856774
1324, 6.44957485725e-06, -2.16094827729e-05, -1.43091103197e-06, 1189.7728364
1325, 4.13464003699e-06, -1.64644639229e-05, -1.35837811599e-06, 982.097502353
1326, 3.77815323081e-06, -2.08615344059e-05, -4.43885865307e-08, 837.994862496
1327, 5.25910326384e-06, -1.70883423996e-05, -2.0027774074e-06, 965.539820574
1328, -3.72219696601e-07, -1.70117777623e-05, -7.43234039353e-07, 868.255048633
1329, 1.50229888434e-06, -1.85358332511e-05, -2.35293539049e-06, 902.383776089
1330, 2.27008232397e-06, -1.91355352161e-05, -1.29059751495e-06, 887.743337308
1331, -3.21790330849e-06, -1.82265082325e-05, 1.43455361442e-06, 826.044784973
1332, 3.50571526442e-06, -2.01481728915e-05, -3.51378950439e-07, 975.293478562
1333, 1.1134823921e-06, -1.86057597236e-05, -3.44371469251e-06, 916.78142746
1334, 1.89871007396e-06, -1.69856881718e-05, -2.96630060435e-06, 888.712381373
1335, 2.88747307674e-06, -2.12807935109e-05, -1.56112231295e-06, 905.953489044
1336, 3.21454308251e-06, -2.04009310253e-05, -3.04428823804e-06, 1020.8531799
1337, -1.49422502126e-06, -1.99258641124e-05, 7.73768083996e-07, 838.920723199
1338, 2.80298417263e-06, -1.824614862e-05, -4.64365145357e-07, 908.506509457
1339, 8.60853495477e-07, -2.09068779175e-05, 5.44661052595e-07, 995.447435833
1340, 1.1261164834e-06, -1.74264913624e-05, -1.17265113901e-06, 868.555813836
1341, -5.33191749773e-07, -1.91617124081e-05, -1.81354583307e-06, 945.376747714
1342, 1.68198801884e-06, -1.48585858123e-05, -1.00949874746e-06, 935.878307023
1343, -1.37857083945e-06, -1.95247629114e-05, -7.84304958444e-07, 803.733244021
1344, 2.26491839965e-06, -1.83057576988e-05, 3.44523628295e-07, 864.247290253
1345, -4.4175561766e-07, -1.84599920372e-05, 1.93790742799e-06, 881.172827937
1346, 8.49550292472e-08, -1.87889359196e-05, 3.99056035893e-07, 895.796790567
1347, 2.54320622339e-06, -1.81817454414e-05, -7.05579635489e-08, 955.722778229
1348, 5.78661930431e-09, -1.74013714452e-05, 2.04904045633e-06, 862.660717507
1349, -2.15677252174e-06, -1.68878790682e-05, -2.96160829928e-06, 900.983466539
1350, 4.49672899194e-07, -1.82187445167e-05, -1.75159279721e-06, 897.809655615
1351, -1.02607030833e-06, -1.65110121939e-05, -1.50866815392e-06, 867.567101423
1352, 9.89594457442e-07, -2.01702716228e-05, 1.35835825549e-06, 867.635619709
1353, 3.36877683628e-06, -1.88227355225e-05, -2.68468974909e-06, 895.659310247
1354, 5.65162583099e-08, -1.86983364801e-05, -2.10687515675e-06, 930.553171747
1355, 2.8391415567e-06, -1.78484578962e-05, -2.37283083234e-06, 1058.63154423
1356, 1.50692431377e-07, -2.04845432569e-05, -1.06469374555e-06, 791.107447667
1357, 2.09762645743e-07, -1.78003603904e-05, -3.32733511357e-06, 931.111093591
1358, 2.32676431489e-06, -2.15769421157e-05, -9.8008288821e-07, 879.948961523
1359, 7.68143634144e-06, -2.00389652733e-05, -2.36558774188e-06, 976.884983161
1360, -2.97874157211e-08, -1.89884240707e-05, -9.80361310566e-07, 849.70490078
1361, 2.27373606209e-06, -1.86428900582e-05, -6.09202987974e-07, 896.991596946
1362, -6.73514995831e-07, -2.00633787635e-05, -1.52526129324e-06, 867.50513052
1363, 1.40799166193e-06, -1.68414521469e-05, -2.58982620522e-06, 846.919354298
1364, 8.1524429446e-07, -1.66253945565e-05, -1.67267266496e-06, 896.19199935
1365, -1.37598506694e-07, -1.86557142943e-05, -1.15435074257e-06, 916.332961416
1366, -1.82026888889e-06, -1.85926348579e-05, -1.76178494201e-06, 884.471817112
1367, -2.93938595704e-07, -1.83762449307e-05, -1.75883588083e-07, 942.053950605
1368, 2.26037394754e-06, -1.99250705007e-05, -7.49345665631e-07, 861.422748422
1369, 5.46016797169e-07, -2.05785847343e-05, 1.62369056992e-07, 970.24945102
1370, 5.59553446336e-06, -2.00696458231e-05, -2.07892931808e-06, 920.208734622
1371, 1.6284470125e-06, -1.88175796793e-05, -1.62398168785e-06, 864.588065874
1372, -2.81023552307e-06, -1.65246706502e-05, -2.01576204897e-06, 880.646197315
1373, -2.43786675357e-06, -1.92076398405e-05, -1.97534936695e-06, 892.684731758
1374, 4.11717045738e-06, -1.80227252371e-05, -1.47601423971e-06, 980.73255321
1375, 8.86113623959e-09, -1.90912470122e-05, -2.30976777446e-06, 1026.2293841
1376, -1.18255484686e-07, -2.13266579823e-05, -1.04656481561e-07, 922.093710559
1377, -2.82297331017e-06, -1.84129833494e-05, 3.35970922551e-07, 829.735712816
1378, -5.02231531821e-08, -1.63355889486e-05, 3.79364881432e-07, 908.432999117
1379, 8.86873728264e-07, -1.83309937256e-05, -2.20397122346e-06, 831.454603369
1380, -1.86811797776e-06, -1.69047820741e-05, -4.92613865278e-08, 821.503766771
1381, 2.5554909766e-07, -1.87089566922e-05, -3.53985848849e-07, 907.757900006
1382, 2.45990139439e-07, -1.65308349957e-05, -4.53351201779e-06, 987.947774806
1383, -3.98312211009e-06, -1.84766812904e-05, 1.93995851589e-06, 904.495975451
1384, -1.29926570643e-06, -1.94813430372e-05, -1.76203573785e-06, 888.975021868
1385, 9.72867898793e-06, -2.08392227464e-05, -3.46371603725e-07, 1190.69281784
1386, -7.71153566239e-07, -1.96083924902e-05, 1.96065196026e-06, 932.326190701
1387, 1.6115951765e-06, -2.01084072019e-05, 9.81826442742e-07, 901.383538393
1388, 1.33934504864e-06, -1.78698567242e-05, -1.33776393595e-06, 876.144895428
1389, 1.11502415805e-06, -1.81449531165e-05, -1.86667362877e-06, 961.104864326
1390, 2.65240704912e-06, -1.96055072743e-05, -1.71008029231e-06, 954.747128712
1391, 1.0198909593e-06, -1.81050626618e-05, -1.29750139301e-06, 862.49092055
1392, 1.8429347524e-06, -1.79190827212e-05, -3.90995804716e-06, 894.923383646
1393, 9.22352630711e-07, -1.94713155514e-05, -9.76927449565e-07, 776.329873416
1394, 5.95353431876e-07, -1.81008446958e-05, -2.63879840259e-06, 910.948568313
1395, 2.29736905144e-06, -1.95156702904e-05, -3.32300832001e-06, 901.162037585
1396, 1.93130046585e-06, -1.81098681927e-05, -1.95967141803e-06, 898.089338283
1397, 3.95656471489e-06, -2.10184329652e-05, -2.81731102936e-06, 1092.62819547
1398, 1.66756859614e-06, -1.95363729653e-05, -1.44352758134e-06, 880.067796793
1399, 2.19290106086e-06, -1.80579435114e-05, -2.99249867002e-06, 883.532564838
1400, -4.44176514541e-07, -2.10972345012e-05, -3.19351191241e-06, 853.899930963
1401, 3.39804912453e-06, -1.87796744285e-05, -1.07693888088e-06, 913.865065479
1402, -1.33781180068e-07, -1.7827003272e-05, -1.01221473101e-07, 902.108145307
1403, 1.43889191316e-06, -2.067975754e-05, 8.89400039105e-07, 894.557923945
1404, 1.50068780783e-06, -1.79431596707e-05, -1.41803038591e-06, 978.478372645
1405, 6.5014640705e-07, -1.71671506822e-05, -1.16559286725e-06, 854.134428494
1406, 2.70560173087e-06, -1.89632504653e-05, -4.46174629778e-06, 1010.4081566
1407, 1.20796505198e-06, -2.00555358622e-05, -9.47634734952e-09, 862.163629457
1408, -1.26385361961e-07, -2.0111900285e-05, -1.02905735048e-07, 797.933667933
1409, -9.97228838217e-07, -1.83058941126e-05, 1.03683119837e-06, 884.315559612
1410, 2.03336513214e-06, -1.87870912308e-05, -8.91450037945e-07, 925.406630687
1411, -1.61176712901e-06, -1.65657958704e-05, 4.52615789473e-07, 896.320756284
1412, 1.42736142041e-06, -1.96753381889e-05, -3.87843682027e-06, 922.327804364
1413, -9.33340365753e-07, -1.92445710809e-05, -3.80654891386e-06, 872.456234194
1414, -1.41047966408e-07, -1.915046737e-05, -7.63245900987e-07, 863.227449714
1415, 1.29244598402e-06, -2.14079967903e-05, -5.05983151463e-07, 891.262529223
1416, -1.29934117181e-07, -1.6917954719e-05, -1.04510203696e-07, 891.049059979
1417, -1.22553179263e-08, -1.91920449504e-05, -3.35660255321e-06, 963.396386294
1418, -2.2694306674e-06, -1.9837883497e-05, -3.67630404142e-06, 998.884202591
1419, 4.40704190288e-06, -1.61089070903e-05, -2.39580650741e-06, 971.018613876
1420, 1.70394823264e-06, -1.84195919441e-05, -1.32670725661e-06, 1024.01178498
1421, 4.66102616669e-07, -1.78580635228e-05, -1.65807045247e-06, 907.2315845
1422, 3.12959008488e-06, -1.74162554637e-05, -1.57343284963e-06, 906.338393325
1423, 1.64138895542e-06, -1.96377851042e-05, 3.24299358961e-07, 954.979109541
1424, -2.02810171965e-06, -1.70726983711e-05, 1.44653413623e-06, 831.587757047
1425, -1.30675969034e-07, -1.88310818068e-05, -1.04130224397e-07, 839.443292155
1426, 2.70099818912e-07, -2.05184251278e-05, 5.71055031955e-07, 925.097488488
1427, 2.96664516999e-06, -1.79243387945e-05, -4.30316554456e-06, 949.602253523
1428, 2.88338658455e-06, -2.00347309783e-05, -1.81124402163e-06, 918.61489156
1429, -3.91477296442e-07, -1.62576674611e-05, -2.19528266525e-06, 823.511779506
1430, 5.52594192214e-06, -1.90941937853e-05, -5.26202822171e-06, 915.100864744
1431, 9.17902786065e-07, -1.86374512446e-05, -2.06271648363e-06, 888.811454375
1432, 3.34013510914e-06, -2.09256305343e-05, -2.21522869371e-06, 911.454101075
1433, 3.19948035866e-08, -1.87850707454e-05, -3.04835577563e-07, 883.33361781
1434, 1.09716031191e-06, -1.86321879429e-05, -1.09487897438e-06, 923.874625794
1435, 3.33270612226e-06, -1.81884356362e-05, -1.6537496443e-06, 971.733226729
1436, 5.89745440459e-07, -1.82023186698e-05, -4.18889709671e-06, 970.719877284
1437, 1.72073358123e-06, -2.08198187599e-05, 4.82858913019e-07, 844.574843767
1438, 1.00416316115e-06, -2.0174789261e-05, -1.02223403135e-06, 931.925406194
1439, 1.20815520816e-06, -1.90283232004e-05, -1.6189978346e-06, 859.462712741
1440, -1.18911455124e-07, -2.11020498706e-05, -1.0514995678e-07, 904.03855057
1441, 1.4640357668e-07, -1.53457029826e-05, -1.70771390365e-06, 855.483200974
1442, 3.11143248384e-06, -1.76745340037e-05, -1.51679013139e-06, 916.462424455
1443, 1.7468727079e-06, -1.88122798162e-05, -9.19500927585e-08, 963.574869283
1444, 3.50774278651e-06, -1.91161612388e-05, 8.09894908278e-08, 942.102866618
1445, 2.27322729131e-06, -1.86856983287e-05, -1.43806527252e-06, 969.583885456
1446, 8.61817100259e-07, -1.66781789047e-05, -2.35128066571e-06, 975.892840933
1447, 5.97700596284e-06, -1.88643241181e-05, -4.94304786583e-06, 1015.37946887
1448, 1.1373364415e-06, -1.95067945202e-05, -1.8896033878e-06, 899.504127044
1449, 1.66629897265e-06, -1.85416705282e-05, -2.30691089501e-06, 920.555049608
1450, -4.27892880987e-06, -1.86902697985e-05, -2.07423265e-06, 935.53134418
1451, 1.88609361066e-06, -1.7807573255e-05, 6.61041475468e-08, 987.116138146
1452, 3.27908552e-06, -1.8673908039e-05, -2.31814234174e-06, 982.851377934
1453, 1.75195305049e-06, -1.89712049603e-05, -2.03166415167e-06, 892.825809638
1454, 1.0219459985e-06, -1.84293411065e-05, -1.7858056954e-07, 850.275691738
1455, -1.96535988657e-06, -1.83477001751e-05, -1.93902432682e-06, 873.871378977
1456, -2.42140393238e-06, -1.82200058289e-05, -4.76482534293e-07, 840.814421321
1457, 1.26971739434e-06, -1.83962813653e-05, -1.66659006348e-06, 858.580396938
1458, -1.23876311448e-07, -1.88328331645e-05, -1.04530399457e-07, 881.188399004
1459, 1.47860545714e-06, -1.94459808646e-05, 3.35449149933e-07, 936.821987241
1460, -4.08897525124e-07, -1.83312623852e-05, 1.30891465817e-06, 850.940802633
1461, 2.83724206763e-06, -1.71609672043e-05, -9.9378906716e-07, 940.076201329
1462, 4.43829785609e-06, -1.80574555256e-05, -2.56145888549e-06, 858.274316738
1463, -6.08647822007e-07, -1.69323115995e-05, -4.65302858364e-07, 1059.02124748
1464, 6.26638708554e-07, -1.91330768199e-05, -1.30509080052e-07, 924.420897243
1465, -1.30989568732e-07, -1.78366053228e-05, -1.01149533589e-07, 902.030076418
1466, 2.82508373928e-06, -1.72230358185e-05, -2.03386296635e-06, 878.641096061
1467, 4.30661275507e-06, -1.83886167669e-05, -3.46727633623e-06, 1006.36824069
1468, 4.17286381134e-06, -1.95663881209e-05, -3.58263669742e-06, 939.380160117
1469, -2.07867502859e-06, -1.74705287812e-05, 1.70431156587e-06, 856.58254193
1470, 7.40622756975e-08, -1.79487551504e-05, -3.95175097453e-06, 891.234479962
1471, 1.66131838809e-06, -1.97367068333e-05, -4.4611722963e-06, 1027.27064536
1472, -3.27511490755e-06, -1.72857620608e-05, 1.17184566542e-06, 910.898147319
1473, 3.2167878779e-06, -1.8686064487e-05, -5.30142103664e-07, 954.479197953
1474, 1.11552661935e-06, -1.74224548853e-05, -1.30219148746e-06, 889.239682719
1475, 2.19718325905e-06, -1.87789103735e-05, -2.05682351164e-06, 926.810200567
1476, -7.77617556979e-07, -1.74134084086e-05, -2.98533494837e-06, 858.70327577
1477, 2.04482926358e-06, -1.77247489356e-05, -2.60828448975e-06, 917.335846163
1478, -9.64904573812e-07, -1.57472663636e-05, -1.41178820487e-06, 878.421599903
1479, -8.37701433723e-08, -1.92958490478e-05, -2.81744432148e-06, 894.364317742
1480, 1.31639005282e-06, -1.76924645877e-05, -1.4391361212e-08, 916.400935312
1481, -2.66976165657e-06, -1.70788054985e-05, -9.25235000431e-07, 927.489408019
1482, 2.09972243928e-06, -2.00920713999e-05, -1.87360100687e-06, 879.399769791
1483, -2.72274989826e-07, -1.77515101849e-05, -4.10373874022e-06, 923.894766617
1484, 2.09872620467e-06, -2.0468347195e-05, -1.08043837495e-06, 943.012603387
1485, 2.71879966448e-06, -1.66473785717e-05, 5.62345647794e-08, 855.779036288
1486, 1.11083639906e-06, -1.90470739627e-05, -3.02561436355e-06, 852.360075136
1487, -1.45934850281e-07, -1.62028345279e-05, -1.74187358414e-06, 930.565812052
1488, 3.10002685172e-06, -1.90000737827e-05, -2.42101195506e-06, 1036.17717986
1489, -6.53383823641e-07, -1.79789520775e-05, -2.03362424732e-06, 890.491046471
1490, 1.5504203802e-06, -1.47224748383e-05, -2.20064196649e-06, 903.721564127
1491, -2.84148048686e-06, -1.81199114862e-05, 3.78612816471e-07, 887.282280539
1492, -1.27172531399e-07, -1.77442284341e-05, -1.07132229709e-07, 914.804038629
1493, 4.26035675772e-06, -1.92466586509e-05, -2.54373034378e-06, 968.609662719
1494, -9.75980380053e-07, -1.75085953393e-05, -3.5217787264e-06, 951.510739951
1495, -6.66526828888e-07, -1.86956641991e-05, -1.01379190783e-06, 981.906135777
1496, 1.17017011446e-06, -1.87347336439e-05, -1.10271181559e-06, 933.95673016
1497, -5.45519295449e-07, -1.9612240422e-05, -7.71729263084e-07, 816.32465499
1498, 1.72280912715e-06, -1.80649728986e-05, -3.43270155859e-06, 1050.36577966
1499, -9.58079098902e-07, -1.95111143121e-05, 6.3952759994e-07, 921.623552079
1500, 1.7276550212e-06, -1.86003450514e-05, -3.20066055942e-07, 913.966288013
1501, 4.87803222496e-06, -1.80348001056e-05, -9.89292791774e-08, 927.484849928
1502, -1.03230175639e-06, -1.98932670281e-05, -1.99882631758e-06, 993.15937965
1503, 4.61934586466e-07, -1.97156953944e-05, -1.31479770052e-06, 899.597077071
1504, -2.2828690649e-06, -1.80463273074e-05, -3.84406599365e-06, 963.516781031
1505, 2.04551026824e-06, -1.6895653846e-05, -2.19290287636e-06, 897.632721266
1506, 5.44106929574e-06, -1.76816609967e-05, -2.51602512062e-06, 906.387008759
1507, 3.4215614965e-06, -1.92059629741e-05, -2.62643337606e-06, 887.921480068
1508, -1.41040243166e-06, -1.75172830762e-05, -8.82675581984e-07, 908.621214471
1509, 2.12604840695e-06, -1.87088136001e-05, -1.48419081524e-06, 933.794798969
1510, -3.12672431396e-06, -1.76398141009e-05, -1.14118331137e-06, 923.013152073
1511, 1.73669625905e-06, -1.99372908968e-05, -1.18738941961e-06, 850.542347285
1512, 1.206348811e-06, -1.73826165907e-05, -2.65813302156e-07, 946.572423967
1513, -1.73850846354e-06, -1.97493877652e-05, 2.44155658133e-06, 920.585563328
1514, 1.29549055884e-06, -1.70188052639e-05, -3.53607334728e-06, 905.231285342
1515, 2.2395323777e-06, -2.00085103029e-05, 9.64866269191e-07, 951.32116869
1516, 2.8113618497e-06, -1.9193771723e-05, -1.25049845064e-06, 915.123999747
1517, -2.26350262785e-06, -2.02861760373e-05, -2.62558533115e-07, 847.84887983
1518, 3.79261573984e-06, -1.97279092323e-05, 4.95409916147e-09, 893.743921442
1519, 2.50370988457e-06, -1.83898592921e-05, -3.0010369682e-06, 861.870698321
1520, 2.81976214589e-06, -2.48257872489e-05, 4.54000225357e-06, 1242.75204864
1521, 5.38618425332e-06, -1.83464381919e-05, 7.99518730027e-07, 968.024273541
1522, -2.77213539821e-07, -1.56612930279e-05, -2.49633962766e-06, 926.927417596
1523, 3.52473996315e-06, -2.06974812832e-05, 4.86954475235e-07, 952.448234435
1524, -1.1713023807e-06, -2.02311028762e-05, 1.53997188754e-06, 956.994742382
1525, 1.90157890004e-06, -1.86418202686e-05, -3.10479765245e-06, 849.914027294
1526, 2.99550308249e-06, -1.9538963851e-05, -7.92194502822e-07, 854.812133702
1527, 1.07071247875e-06, -1.91115719384e-05, -4.58224879717e-07, 995.468328677
1528, 4.21233040532e-06, -1.94636013681e-05, -3.20447967462e-06, 1002.30308939
1529, 2.27913670699e-06, -1.97976425577e-05, -2.75003715666e-06, 1016.7741678
1530, 3.98978127005e-06, -1.99697317597e-05, -2.97518870704e-06, 885.071589536
1531, -3.6395128099e-06, -1.92752690926e-05, 1.18029516337e-06, 828.098836499
1532, 1.39700414112e-06, -2.04447356014e-05, 7.6510538891e-08, 892.838770835
1533, 1.33900710604e-06, -1.81380988759e-05, -2.3094590431e-06, 879.911764851
1534, 3.32491726359e-06, -1.72371434268e-05, -7.06233004925e-06, 975.902875951
